country,year,sex,list,cause,cdr
USA,2018,2,short,16,477
USA,1979,3,short,0,8525
USA,1979,3,short,1,84
USA,1979,3,short,2,1866
USA,1979,3,short,3,26
USA,1979,3,short,4,205
USA,1979,3,short,5,66
USA,1979,3,short,6,106
USA,1979,3,short,7,3289
USA,1979,3,short,8,769
USA,1979,3,short,9,237
USA,1979,3,short,10,148
USA,1979,3,short,11,319
USA,1979,3,short,12,322
USA,1979,3,short,13,43
USA,1979,3,short,14,130
USA,1979,3,short,15,194
USA,1979,3,short,16,721
USA,1980,3,short,0,8765
USA,1980,3,short,1,93
USA,1980,3,short,2,1908
USA,1980,3,short,3,27
USA,1980,3,short,4,215
USA,1980,3,short,5,73
USA,1980,3,short,6,111
USA,1980,3,short,7,3373
USA,1980,3,short,8,767
USA,1980,3,short,9,239
USA,1980,3,short,10,179
USA,1980,3,short,11,353
USA,1980,3,short,12,332
USA,1980,3,short,13,46
USA,1980,3,short,14,137
USA,1980,3,short,15,192
USA,1980,3,short,16,722
USA,1981,3,short,0,8624
USA,1981,3,short,1,97
USA,1981,3,short,2,1914
USA,1981,3,short,3,27
USA,1981,3,short,4,212
USA,1981,3,short,5,74
USA,1981,3,short,6,115
USA,1981,3,short,7,3302
USA,1981,3,short,8,731
USA,1981,3,short,9,229
USA,1981,3,short,10,175
USA,1981,3,short,11,366
USA,1981,3,short,12,324
USA,1981,3,short,13,47
USA,1981,3,short,14,138
USA,1981,3,short,15,182
USA,1981,3,short,16,692
USA,1982,3,short,0,8528
USA,1982,3,short,1,101
USA,1982,3,short,2,1949
USA,1982,3,short,3,28
USA,1982,3,short,4,211
USA,1982,3,short,5,72
USA,1982,3,short,6,116
USA,1982,3,short,7,3275
USA,1982,3,short,8,697
USA,1982,3,short,9,222
USA,1982,3,short,10,154
USA,1982,3,short,11,369
USA,1982,3,short,12,315
USA,1982,3,short,13,47
USA,1982,3,short,14,142
USA,1982,3,short,15,177
USA,1982,3,short,16,654
USA,1983,3,short,0,8641
USA,1983,3,short,1,110
USA,1983,3,short,2,1972
USA,1983,3,short,3,31
USA,1983,3,short,4,219
USA,1983,3,short,5,79
USA,1983,3,short,6,130
USA,1983,3,short,7,3304
USA,1983,3,short,8,686
USA,1983,3,short,9,223
USA,1983,3,short,10,175
USA,1983,3,short,11,403
USA,1983,3,short,12,313
USA,1983,3,short,13,49
USA,1983,3,short,14,147
USA,1983,3,short,15,167
USA,1983,3,short,16,630
USA,1984,3,short,0,8651
USA,1984,3,short,1,119
USA,1984,3,short,2,2002
USA,1984,3,short,3,35
USA,1984,3,short,4,216
USA,1984,3,short,5,80
USA,1984,3,short,6,140
USA,1984,3,short,7,3249
USA,1984,3,short,8,677
USA,1984,3,short,9,216
USA,1984,3,short,10,182
USA,1984,3,short,11,419
USA,1984,3,short,12,316
USA,1984,3,short,13,52
USA,1984,3,short,14,156
USA,1984,3,short,15,163
USA,1984,3,short,16,628
USA,1985,3,short,0,8773
USA,1985,3,short,1,133
USA,1985,3,short,2,2024
USA,1985,3,short,3,43
USA,1985,3,short,4,224
USA,1985,3,short,5,88
USA,1985,3,short,6,153
USA,1985,3,short,7,3241
USA,1985,3,short,8,670
USA,1985,3,short,9,213
USA,1985,3,short,10,207
USA,1985,3,short,11,452
USA,1985,3,short,12,318
USA,1985,3,short,13,54
USA,1985,3,short,14,164
USA,1985,3,short,15,163
USA,1985,3,short,16,626
USA,1986,3,short,0,8772
USA,1986,3,short,1,146
USA,1986,3,short,2,2041
USA,1986,3,short,3,53
USA,1986,3,short,4,225
USA,1986,3,short,5,90
USA,1986,3,short,6,162
USA,1986,3,short,7,3182
USA,1986,3,short,8,651
USA,1986,3,short,9,207
USA,1986,3,short,10,212
USA,1986,3,short,11,462
USA,1986,3,short,12,314
USA,1986,3,short,13,55
USA,1986,3,short,14,170
USA,1986,3,short,15,158
USA,1986,3,short,16,644
USA,1987,3,short,0,8767
USA,1987,3,short,1,204
USA,1987,3,short,2,2048
USA,1987,3,short,3,32
USA,1987,3,short,4,229
USA,1987,3,short,5,93
USA,1987,3,short,6,175
USA,1987,3,short,7,3131
USA,1987,3,short,8,647
USA,1987,3,short,9,206
USA,1987,3,short,10,205
USA,1987,3,short,11,467
USA,1987,3,short,12,315
USA,1987,3,short,13,53
USA,1987,3,short,14,173
USA,1987,3,short,15,154
USA,1987,3,short,16,635
USA,1988,3,short,0,8870
USA,1988,3,short,1,223
USA,1988,3,short,2,2065
USA,1988,3,short,3,32
USA,1988,3,short,4,240
USA,1988,3,short,5,100
USA,1988,3,short,6,181
USA,1988,3,short,7,3122
USA,1988,3,short,8,647
USA,1988,3,short,9,203
USA,1988,3,short,10,229
USA,1988,3,short,11,488
USA,1988,3,short,12,316
USA,1988,3,short,13,55
USA,1988,3,short,14,175
USA,1988,3,short,15,155
USA,1988,3,short,16,639
USA,1989,3,short,0,8713
USA,1989,3,short,1,239
USA,1989,3,short,2,2085
USA,1989,3,short,3,32
USA,1989,3,short,4,264
USA,1989,3,short,5,98
USA,1989,3,short,6,184
USA,1989,3,short,7,2980
USA,1989,3,short,8,619
USA,1989,3,short,9,193
USA,1989,3,short,10,223
USA,1989,3,short,11,481
USA,1989,3,short,12,311
USA,1989,3,short,13,57
USA,1989,3,short,14,166
USA,1989,3,short,15,157
USA,1989,3,short,16,625
USA,1990,3,short,0,8606
USA,1990,3,short,1,247
USA,1990,3,short,2,2097
USA,1990,3,short,3,33
USA,1990,3,short,4,263
USA,1990,3,short,5,96
USA,1990,3,short,6,186
USA,1990,3,short,7,2894
USA,1990,3,short,8,606
USA,1990,3,short,9,186
USA,1990,3,short,10,229
USA,1990,3,short,11,483
USA,1990,3,short,12,304
USA,1990,3,short,13,56
USA,1990,3,short,14,162
USA,1990,3,short,15,150
USA,1990,3,short,16,614
USA,1991,3,short,0,8579
USA,1991,3,short,1,263
USA,1991,3,short,2,2108
USA,1991,3,short,3,33
USA,1991,3,short,4,268
USA,1991,3,short,5,96
USA,1991,3,short,6,190
USA,1991,3,short,7,2863
USA,1991,3,short,8,597
USA,1991,3,short,9,182
USA,1991,3,short,10,220
USA,1991,3,short,11,496
USA,1991,3,short,12,301
USA,1991,3,short,13,54
USA,1991,3,short,14,163
USA,1991,3,short,15,143
USA,1991,3,short,16,602
USA,1992,3,short,0,8487
USA,1992,3,short,1,276
USA,1992,3,short,2,2103
USA,1992,3,short,3,34
USA,1992,3,short,4,270
USA,1992,3,short,5,97
USA,1992,3,short,6,191
USA,1992,3,short,7,2816
USA,1992,3,short,8,590
USA,1992,3,short,9,178
USA,1992,3,short,10,211
USA,1992,3,short,11,493
USA,1992,3,short,12,298
USA,1992,3,short,13,53
USA,1992,3,short,14,164
USA,1992,3,short,15,134
USA,1992,3,short,16,578
USA,1993,3,short,0,8735
USA,1993,3,short,1,295
USA,1993,3,short,2,2119
USA,1993,3,short,3,34
USA,1993,3,short,4,287
USA,1993,3,short,5,108
USA,1993,3,short,6,212
USA,1993,3,short,7,2885
USA,1993,3,short,8,611
USA,1993,3,short,9,180
USA,1993,3,short,10,228
USA,1993,3,short,11,531
USA,1993,3,short,12,298
USA,1993,3,short,13,55
USA,1993,3,short,14,170
USA,1993,3,short,15,128
USA,1993,3,short,16,593
USA,1994,3,short,0,8668
USA,1994,3,short,1,311
USA,1994,3,short,2,2109
USA,1994,3,short,3,34
USA,1994,3,short,4,297
USA,1994,3,short,5,112
USA,1994,3,short,6,227
USA,1994,3,short,7,2812
USA,1994,3,short,8,616
USA,1994,3,short,9,177
USA,1994,3,short,10,221
USA,1994,3,short,11,527
USA,1994,3,short,12,297
USA,1994,3,short,13,57
USA,1994,3,short,14,168
USA,1994,3,short,15,120
USA,1994,3,short,16,585
USA,1995,3,short,0,8692
USA,1995,3,short,1,315
USA,1995,3,short,2,2104
USA,1995,3,short,3,35
USA,1995,3,short,4,307
USA,1995,3,short,5,116
USA,1995,3,short,6,244
USA,1995,3,short,7,2804
USA,1995,3,short,8,628
USA,1995,3,short,9,176
USA,1995,3,short,10,221
USA,1995,3,short,11,531
USA,1995,3,short,12,292
USA,1995,3,short,13,58
USA,1995,3,short,14,170
USA,1995,3,short,15,112
USA,1995,3,short,16,579
USA,1996,3,short,0,8601
USA,1996,3,short,1,268
USA,1996,3,short,2,2085
USA,1996,3,short,3,33
USA,1996,3,short,4,316
USA,1996,3,short,5,121
USA,1996,3,short,6,255
USA,1996,3,short,7,2759
USA,1996,3,short,8,629
USA,1996,3,short,9,175
USA,1996,3,short,10,221
USA,1996,3,short,11,542
USA,1996,3,short,12,291
USA,1996,3,short,13,58
USA,1996,3,short,14,173
USA,1996,3,short,15,106
USA,1996,3,short,16,570
USA,1997,3,short,0,8499
USA,1997,3,short,1,215
USA,1997,3,short,2,2062
USA,1997,3,short,3,33
USA,1997,3,short,4,321
USA,1997,3,short,5,126
USA,1997,3,short,6,268
USA,1997,3,short,7,2705
USA,1997,3,short,8,622
USA,1997,3,short,9,172
USA,1997,3,short,10,225
USA,1997,3,short,11,554
USA,1997,3,short,12,293
USA,1997,3,short,13,59
USA,1997,3,short,14,177
USA,1997,3,short,15,104
USA,1997,3,short,16,561
USA,1998,3,short,0,8484
USA,1998,3,short,1,209
USA,1998,3,short,2,2048
USA,1998,3,short,3,34
USA,1998,3,short,4,329
USA,1998,3,short,5,136
USA,1998,3,short,6,278
USA,1998,3,short,7,2671
USA,1998,3,short,8,612
USA,1998,3,short,9,167
USA,1998,3,short,10,238
USA,1998,3,short,11,569
USA,1998,3,short,12,292
USA,1998,3,short,13,60
USA,1998,3,short,14,182
USA,1998,3,short,15,104
USA,1998,3,short,16,556
USA,1999,3,short,0,8583
USA,1999,3,short,1,223
USA,1999,3,short,2,2038
USA,1999,3,short,3,33
USA,1999,3,short,4,336
USA,1999,3,short,5,153
USA,1999,3,short,6,304
USA,1999,3,short,7,2689
USA,1999,3,short,8,608
USA,1999,3,short,9,162
USA,1999,3,short,10,234
USA,1999,3,short,11,598
USA,1999,3,short,12,296
USA,1999,3,short,13,62
USA,1999,3,short,14,194
USA,1999,3,short,15,101
USA,1999,3,short,16,552
USA,2000,3,short,0,8534
USA,2000,3,short,1,218
USA,2000,3,short,2,2033
USA,2000,3,short,3,34
USA,2000,3,short,4,339
USA,2000,3,short,5,166
USA,2000,3,short,6,326
USA,2000,3,short,7,2617
USA,2000,3,short,8,603
USA,2000,3,short,9,162
USA,2000,3,short,10,237
USA,2000,3,short,11,592
USA,2000,3,short,12,298
USA,2000,3,short,13,63
USA,2000,3,short,14,197
USA,2000,3,short,15,100
USA,2000,3,short,16,550
USA,2001,3,short,0,8493
USA,2001,3,short,1,220
USA,2001,3,short,2,2015
USA,2001,3,short,3,34
USA,2001,3,short,4,344
USA,2001,3,short,5,181
USA,2001,3,short,6,343
USA,2001,3,short,7,2557
USA,2001,3,short,8,582
USA,2001,3,short,9,157
USA,2001,3,short,10,223
USA,2001,3,short,11,594
USA,2001,3,short,12,301
USA,2001,3,short,13,63
USA,2001,3,short,14,204
USA,2001,3,short,15,97
USA,2001,3,short,16,577
USA,2002,3,short,0,8508
USA,2002,3,short,1,231
USA,2002,3,short,2,2005
USA,2002,3,short,3,34
USA,2002,3,short,4,350
USA,2002,3,short,5,197
USA,2002,3,short,6,363
USA,2002,3,short,7,2524
USA,2002,3,short,8,573
USA,2002,3,short,9,153
USA,2002,3,short,10,233
USA,2002,3,short,11,592
USA,2002,3,short,12,301
USA,2002,3,short,13,65
USA,2002,3,short,14,207
USA,2002,3,short,15,99
USA,2002,3,short,16,583
USA,2003,3,short,0,8449
USA,2003,3,short,1,231
USA,2003,3,short,2,1988
USA,2003,3,short,3,34
USA,2003,3,short,4,350
USA,2003,3,short,5,210
USA,2003,3,short,6,383
USA,2003,3,short,7,2468
USA,2003,3,short,8,551
USA,2003,3,short,9,148
USA,2003,3,short,10,230
USA,2003,3,short,11,593
USA,2003,3,short,12,302
USA,2003,3,short,13,65
USA,2003,3,short,14,212
USA,2003,3,short,15,97
USA,2003,3,short,16,588
USA,2004,3,short,0,8199
USA,2004,3,short,1,229
USA,2004,3,short,2,1959
USA,2004,3,short,3,33
USA,2004,3,short,4,342
USA,2004,3,short,5,213
USA,2004,3,short,6,387
USA,2004,3,short,7,2337
USA,2004,3,short,8,520
USA,2004,3,short,9,139
USA,2004,3,short,10,208
USA,2004,3,short,11,576
USA,2004,3,short,12,293
USA,2004,3,short,13,64
USA,2004,3,short,14,211
USA,2004,3,short,15,96
USA,2004,3,short,16,592
USA,2005,3,short,0,8293
USA,2005,3,short,1,235
USA,2005,3,short,2,1960
USA,2005,3,short,3,33
USA,2005,3,short,4,353
USA,2005,3,short,5,246
USA,2005,3,short,6,414
USA,2005,3,short,7,2321
USA,2005,3,short,8,493
USA,2005,3,short,9,138
USA,2005,3,short,10,218
USA,2005,3,short,11,602
USA,2005,3,short,12,293
USA,2005,3,short,13,64
USA,2005,3,short,14,218
USA,2005,3,short,15,96
USA,2005,3,short,16,609
USA,2006,3,short,0,8140
USA,2006,3,short,1,235
USA,2006,3,short,2,1944
USA,2006,3,short,3,30
USA,2006,3,short,4,336
USA,2006,3,short,5,313
USA,2006,3,short,6,418
USA,2006,3,short,7,2227
USA,2006,3,short,8,466
USA,2006,3,short,9,119
USA,2006,3,short,10,193
USA,2006,3,short,11,576
USA,2006,3,short,12,290
USA,2006,3,short,13,60
USA,2006,3,short,14,219
USA,2006,3,short,15,95
USA,2006,3,short,16,619
USA,2007,3,short,0,8053
USA,2007,3,short,1,233
USA,2007,3,short,2,1937
USA,2007,3,short,3,33
USA,2007,3,short,4,333
USA,2007,3,short,5,305
USA,2007,3,short,6,428
USA,2007,3,short,7,2155
USA,2007,3,short,8,458
USA,2007,3,short,9,115
USA,2007,3,short,10,179
USA,2007,3,short,11,585
USA,2007,3,short,12,292
USA,2007,3,short,13,60
USA,2007,3,short,14,221
USA,2007,3,short,15,95
USA,2007,3,short,16,624
USA,2008,3,short,0,8135
USA,2008,3,short,1,236
USA,2008,3,short,2,1931
USA,2008,3,short,3,33
USA,2008,3,short,4,331
USA,2008,3,short,5,351
USA,2008,3,short,6,457
USA,2008,3,short,7,2147
USA,2008,3,short,8,449
USA,2008,3,short,9,106
USA,2008,3,short,10,190
USA,2008,3,short,11,628
USA,2008,3,short,12,296
USA,2008,3,short,13,60
USA,2008,3,short,14,213
USA,2008,3,short,15,91
USA,2008,3,short,16,616
USA,2009,3,short,0,7949
USA,2009,3,short,1,230
USA,2009,3,short,2,1922
USA,2009,3,short,3,32
USA,2009,3,short,4,324
USA,2009,3,short,5,353
USA,2009,3,short,6,445
USA,2009,3,short,7,2071
USA,2009,3,short,8,427
USA,2009,3,short,9,102
USA,2009,3,short,10,180
USA,2009,3,short,11,610
USA,2009,3,short,12,296
USA,2009,3,short,13,57
USA,2009,3,short,14,214
USA,2009,3,short,15,86
USA,2009,3,short,16,599
USA,2010,3,short,0,7985
USA,2010,3,short,1,222
USA,2010,3,short,2,1930
USA,2010,3,short,3,32
USA,2010,3,short,4,324
USA,2010,3,short,5,399
USA,2010,3,short,6,464
USA,2010,3,short,7,2051
USA,2010,3,short,8,426
USA,2010,3,short,9,101
USA,2010,3,short,10,166
USA,2010,3,short,11,613
USA,2010,3,short,12,299
USA,2010,3,short,13,57
USA,2010,3,short,14,218
USA,2010,3,short,15,80
USA,2010,3,short,16,602
USA,2011,3,short,0,8076
USA,2011,3,short,1,224
USA,2011,3,short,2,1922
USA,2011,3,short,3,33
USA,2011,3,short,4,342
USA,2011,3,short,5,446
USA,2011,3,short,6,474
USA,2011,3,short,7,2038
USA,2011,3,short,8,421
USA,2011,3,short,9,98
USA,2011,3,short,10,177
USA,2011,3,short,11,633
USA,2011,3,short,12,306
USA,2011,3,short,13,58
USA,2011,3,short,14,204
USA,2011,3,short,15,79
USA,2011,3,short,16,620
USA,2012,3,short,0,8107
USA,2012,3,short,1,221
USA,2012,3,short,2,1929
USA,2012,3,short,3,34
USA,2012,3,short,4,343
USA,2012,3,short,5,482
USA,2012,3,short,6,475
USA,2012,3,short,7,2039
USA,2012,3,short,8,417
USA,2012,3,short,9,97
USA,2012,3,short,10,166
USA,2012,3,short,11,632
USA,2012,3,short,12,308
USA,2012,3,short,13,58
USA,2012,3,short,14,204
USA,2012,3,short,15,77
USA,2012,3,short,16,626
USA,2013,3,short,0,8220
USA,2013,3,short,1,226
USA,2013,3,short,2,1920
USA,2013,3,short,3,33
USA,2013,3,short,4,350
USA,2013,3,short,5,504
USA,2013,3,short,6,488
USA,2013,3,short,7,2061
USA,2013,3,short,8,415
USA,2013,3,short,9,97
USA,2013,3,short,10,185
USA,2013,3,short,11,653
USA,2013,3,short,12,315
USA,2013,3,short,13,57
USA,2013,3,short,14,209
USA,2013,3,short,15,77
USA,2013,3,short,16,630
USA,2014,3,short,0,8253
USA,2014,3,short,1,224
USA,2014,3,short,2,1928
USA,2014,3,short,3,34
USA,2014,3,short,4,358
USA,2014,3,short,5,481
USA,2014,3,short,6,526
USA,2014,3,short,7,2049
USA,2014,3,short,8,424
USA,2014,3,short,9,96
USA,2014,3,short,10,177
USA,2014,3,short,11,643
USA,2014,3,short,12,321
USA,2014,3,short,13,57
USA,2014,3,short,14,214
USA,2014,3,short,15,76
USA,2014,3,short,16,645
USA,2015,3,short,0,8462
USA,2015,3,short,1,227
USA,2015,3,short,2,1927
USA,2015,3,short,3,34
USA,2015,3,short,4,374
USA,2015,3,short,5,432
USA,2015,3,short,6,601
USA,2015,3,short,7,2101
USA,2015,3,short,8,443
USA,2015,3,short,9,95
USA,2015,3,short,10,182
USA,2015,3,short,11,673
USA,2015,3,short,12,330
USA,2015,3,short,13,58
USA,2015,3,short,14,222
USA,2015,3,short,15,76
USA,2015,3,short,16,686
USA,2016,3,short,0,8500
USA,2016,3,short,1,219
USA,2016,3,short,2,1920
USA,2016,3,short,3,34
USA,2016,3,short,4,380
USA,2016,3,short,5,416
USA,2016,3,short,6,634
USA,2016,3,short,7,2095
USA,2016,3,short,8,446
USA,2016,3,short,9,94
USA,2016,3,short,10,163
USA,2016,3,short,11,670
USA,2016,3,short,12,332
USA,2016,3,short,13,59
USA,2016,3,short,14,224
USA,2016,3,short,15,75
USA,2016,3,short,16,740
USA,2017,3,short,0,8661
USA,2017,3,short,1,216
USA,2017,3,short,2,1911
USA,2017,3,short,3,34
USA,2017,3,short,4,398
USA,2017,3,short,5,423
USA,2017,3,short,6,674
USA,2017,3,short,7,2125
USA,2017,3,short,8,456
USA,2017,3,short,9,93
USA,2017,3,short,10,175
USA,2017,3,short,11,691
USA,2017,3,short,12,335
USA,2017,3,short,13,59
USA,2017,3,short,14,226
USA,2017,3,short,15,72
USA,2017,3,short,16,773
USA,2018,3,short,0,8692
USA,2018,3,short,1,210
USA,2018,3,short,2,1900
USA,2018,3,short,3,34
USA,2018,3,short,4,412
USA,2018,3,short,5,420
USA,2018,3,short,6,697
USA,2018,3,short,7,2139
USA,2018,3,short,8,458
USA,2018,3,short,9,92
USA,2018,3,short,10,185
USA,2018,3,short,11,689
USA,2018,3,short,12,340
USA,2018,3,short,13,59
USA,2018,3,short,14,227
USA,2018,3,short,15,70
USA,2018,3,short,16,761
